frame,car_x,car_y,car_z,car_yaw,car_vx,car_vy,car_vz,fl_x,fl_y,fl_z,fl_vx,fl_vy,fl_vz,fr_x,fr_y,fr_z,fr_vx,fr_vy,fr_vz,rl_x,rl_y,rl_z,rl_vx,rl_vy,rl_vz,rr_x,rr_y,rr_z,rr_vx,rr_vy,rr_vz
1,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
2,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
3,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
4,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
5,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
6,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
7,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
8,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
9,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
10,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
11,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
12,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
13,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
14,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
15,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
16,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
17,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
18,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
19,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
20,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
21,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
22,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
23,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
24,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
25,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
26,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
27,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
28,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
29,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
30,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
31,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
32,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
33,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
34,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
35,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
36,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
37,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
38,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
39,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
40,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
41,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
42,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
43,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
44,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
45,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
46,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
47,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
48,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
49,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
50,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
51,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
52,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
53,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
54,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
55,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
56,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
57,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
58,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
59,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
60,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
61,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
62,-4.842132329940796e-05,-0.013472013175487518,1.2710343599319458,0.0,0.0,0.0,0.0,0.7399625778198242,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,-0.7400349378585815,-1.130021333694458,0.543657660484314,0.0,0.0,0.0,0.7399625778198242,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0,-0.7400349378585815,0.9995324611663818,0.5436570644378662,0.0,0.0,0.0
